15	1	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
35	2	-1280	-1024	0.692	0.585	-1.000	-1.000	4	-1280	-1024	0.466	0.597	-1.000	-1.000	4
55	3	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
74	4	781	521	0.692	0.586	819.810	5.058	0	766	652	0.466	0.598	811.802	4.217	0
94	5	755	586	0.693	0.585	819.810	5.121	0	751	645	0.466	0.597	811.802	4.126	0
114	6	759	462	0.693	0.585	819.810	4.660	0	750	632	0.467	0.597	811.802	4.052	0
134	7	743	466	0.693	0.585	817.758	4.537	0	756	620	0.467	0.597	813.708	3.988	0
154	8	769	636	0.694	0.585	817.758	4.729	0	750	631	0.467	0.597	813.708	4.008	0
174	9	753	654	0.694	0.586	817.758	4.456	0	756	632	0.468	0.597	813.708	3.911	0
194	10	772	646	0.694	0.586	817.758	4.305	0	768	639	0.468	0.597	813.708	3.881	0
231	11	776	546	0.695	0.585	817.758	4.345	0	750	609	0.468	0.597	813.708	3.892	0
234	12	774	550	0.695	0.585	814.974	4.369	0	748	612	0.469	0.596	812.463	3.870	0
254	13	781	587	0.695	0.585	814.974	4.498	0	-1280	-1024	0.695	0.585	-1.000	-1.000	4
274	14	770	526	0.696	0.585	814.974	4.347	0	780	618	0.470	0.597	812.463	3.736	0
294	15	791	561	0.697	0.586	814.974	4.212	0	771	644	0.471	0.597	812.463	3.849	0
314	16	754	527	0.697	0.586	814.974	4.262	0	741	618	0.471	0.597	812.463	3.729	0
334	17	757	544	0.696	0.585	811.938	4.174	0	725	627	0.470	0.596	811.803	3.761	0
354	18	791	579	0.697	0.585	811.938	3.874	0	771	603	0.470	0.596	811.803	3.759	0
373	19	800	578	0.698	0.585	811.938	3.923	0	750	613	0.471	0.596	811.803	3.625	0
393	20	774	579	0.698	0.586	811.938	3.933	0	775	636	0.472	0.596	811.803	3.699	0
413	21	782	619	0.698	0.586	811.938	3.693	0	778	585	0.472	0.597	811.803	3.654	0
433	22	789	620	0.697	0.585	813.734	3.713	0	782	595	0.471	0.596	811.286	3.685	0
453	23	774	610	0.698	0.585	813.734	3.711	0	746	579	0.471	0.596	811.286	3.523	0
473	24	779	589	0.699	0.585	813.734	3.654	0	783	567	0.472	0.596	811.286	3.530	0
493	25	657	634	0.700	0.585	813.734	3.658	0	668	619	0.474	0.596	811.286	3.497	0
513	26	479	612	0.701	0.586	813.734	3.564	0	489	627	0.475	0.596	811.286	3.509	0
533	27	497	626	0.701	0.586	803.161	3.489	0	517	636	0.475	0.596	812.523	3.508	0
553	28	475	633	0.701	0.586	803.161	3.457	0	450	616	0.475	0.597	812.523	3.494	0
573	29	488	633	0.702	0.586	803.161	3.571	0	435	613	0.476	0.597	812.523	3.466	0
593	30	473	619	0.702	0.586	803.161	3.451	0	428	612	0.476	0.597	812.523	3.397	0
613	31	475	650	0.700	0.586	803.161	3.534	0	463	642	0.474	0.597	812.523	3.490	0
633	32	519	651	0.701	0.587	800.914	3.472	0	497	641	0.475	0.597	815.057	3.469	0
653	33	417	667	0.701	0.587	800.914	3.427	0	387	701	0.475	0.597	815.057	3.511	0
