15,34.747
15,33.09206666666667
15,30.58233333333333
15,33.68326666666667
15,35.119800000000005
14,37.044714285714285
14,32.40764285714286
14,33.452571428571424
15,29.337266666666668
15,29.616533333333333
13,33.879615384615384
13,30.84261538461538
11,30.392
10,30.8225
10,29.9337
10,26.766099999999998
9,31.81222222222222
9,31.07933333333333
9,29.709333333333333
9,31.240333333333332
9,32.160333333333334
9,28.926333333333332
9,31.859777777777776
9,30.59611111111111
9,31.148777777777777
8,33.9735
8,31.740625
6,37.112833333333334
5,37.2004
4,29.03125
3,27.828
3,32.86633333333334
3,20.953666666666667
2,41.277
2,42.127
2,33.593
2,36.401
2,40.214
2,38.7335
2,40.6475
2,39.598
2,41.051
2,27.034
2,23.1095
1,35.039
1,37.596
1,16.791
1,16.298
1,9.964
