17	1	-1280	-1024	0.711	0.762	-1.000	-1.000	4	-1280	-1024	0.513	0.759	-1.000	-1.000	4
37	2	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
57	3	610	369	0.712	0.762	878.575	4.345	0	577	388	0.514	0.758	871.288	3.982	0
77	4	573	372	0.712	0.762	878.575	4.391	0	591	377	0.514	0.758	871.288	3.917	0
96	5	575	339	0.712	0.762	878.575	4.386	0	582	384	0.514	0.758	871.288	3.989	0
116	6	580	334	0.711	0.762	876.096	4.369	0	589	380	0.513	0.758	870.411	3.967	0
136	7	569	385	0.711	0.762	876.096	4.411	0	585	375	0.513	0.758	870.411	3.984	0
156	8	556	387	0.712	0.762	876.096	4.420	0	594	344	0.514	0.759	870.411	3.958	0
176	9	581	409	0.710	0.762	876.096	4.382	0	584	354	0.512	0.759	870.411	4.043	0
196	10	587	411	0.710	0.763	876.096	4.398	0	558	381	0.512	0.759	870.411	3.998	0
236	11	594	409	0.711	0.763	878.132	4.401	0	531	373	0.513	0.759	867.850	3.996	0
237	12	592	370	0.711	0.762	878.132	4.315	0	581	359	0.513	0.759	867.850	3.931	0
256	13	571	376	0.710	0.762	878.132	4.306	0	581	373	0.512	0.759	867.850	3.808	0
276	14	585	374	0.710	0.762	878.132	4.315	0	573	368	0.512	0.759	867.850	3.821	0
296	15	600	407	0.710	0.762	878.132	4.227	0	545	344	0.512	0.759	867.850	3.930	0
316	16	614	416	0.712	0.762	876.388	4.209	0	531	346	0.514	0.759	869.007	3.877	0
336	17	586	350	0.712	0.762	876.388	4.220	0	556	358	0.514	0.759	869.007	3.769	0
356	18	590	389	0.713	0.762	876.388	4.264	0	537	224	0.515	0.759	869.007	3.752	0
376	19	595	362	0.714	0.762	876.388	4.193	0	540	273	0.516	0.759	869.007	3.751	0
396	20	616	418	0.714	0.762	876.388	4.217	0	573	317	0.516	0.759	869.007	3.740	0
415	21	620	419	0.715	0.762	875.421	4.216	0	566	255	0.517	0.759	870.522	3.742	0
435	22	574	418	0.715	0.762	875.421	4.229	0	580	382	0.517	0.758	870.522	3.854	0
455	23	587	396	0.715	0.762	875.421	4.198	0	563	349	0.517	0.758	870.522	3.724	0
475	24	583	335	0.715	0.762	875.421	4.121	0	546	375	0.517	0.758	870.522	3.691	0
495	25	597	414	0.715	0.762	875.421	4.093	0	553	387	0.518	0.757	870.522	3.698	0
515	26	600	383	0.717	0.761	877.746	4.075	0	544	376	0.519	0.757	871.765	3.711	0
