1,116,140,759,699
2,435,120,658,503
3,695,179,561,883
4,974,180,522,878
5,1273,100,415,266
6,1393,219,318,252
7,1632,179,292,246
8,1871,279,114,238
9,2190,259,273,459
10,2569,120,446,735
11,2768,379,501,865
12,3227,179,321,991
13,3486,159,407,997
14,3885,159,376,997
15,4184,100,385,994
16,4343,259,498,758
17,4622,120,460,753
18,4862,538,379,681
19,5460,180,270,780
20,5659,179,312,765
21,5878,100,408,753
22,6118,518,459,751
23,6696,140,224,762
24,7274,159,1042,889
25,7454,179,1097,916
26,7753,319,955,961
27,8151,180,1142,893
28,8450,199,982,1000
29,8690,299,1110,898
30,9068,179,317,744
31,9348,100,255,754
32,9706,219,335,745
33,9966,100,338,756
34,10205,140,389,756
35,10384,638,452,757
36,11062,100,485,754
37,11541,319,290,748
38,11880,199,323,743
39,12239,100,238,745
40,12378,160,202,749
41,12637,279,199,732
42,13056,179,256,774
43,13335,399,234,682
44,13794,180,230,675
45,14033,598,241,683
46,14651,199,255,699
47,14930,179,943,926
48,15130,478,986,909
49,15628,219,1017,890
50,15867,159,972,900
51,16126,199,1012,904
52,16366,140,1017,899
53,16525,239,971,913
54,16784,658,1029,898
55,17462,239,973,905
56,17721,180,1008,920
57,17941,459,959,898
58,18419,179,1065,886
59,18618,179,1030,883
60,18818,199,1039,895
61,19057,359,1018,854
62,19516,299,1033,841
63,19914,199,1023,858
64,20154,498,1024,851
65,20672,140,998,855
66,21210,279,1003,859
67,21509,479,989,859
68,22028,379,984,853
69,22526,120,981,846
70,22805,100,963,843
71,23005,180,150,357
72,23204,479,113,270
73,23862,199,117,255
74,24281,100,309,249
75,24460,100,961,820
76,24680,299,991,838
77,24999,179,962,885
78,25357,100,239,307
79,25557,179,296,250
80,25756,139,321,243
81,25956,578,509,217
82,26574,479,301,252
83,27251,199,257,741
84,27570,120,254,705
85,27849,219,382,770
86,28268,180,989,914
87,28468,159,1008,908
88,28687,100,1014,773
89,28846,279,1002,571
90,29146,439,1000,754
91,29644,439,953,805
92,30142,239,1011,747
93,30461,259,1023,751
94,31239,179,944,825
95,31438,120,938,823
96,31598,120,906,861
97,31737,120,966,825
98,31877,937,963,758
99,32934,179,256,291
100,33133,219,305,268
101,33372,439,316,235
102,33951,877,984,790
103,34848,459,1004,765
104,35326,100,925,747
105,35745,120,254,717
106,35884,140,260,722
107,36064,100,264,723
108,36183,120,224,761
109,36323,239,230,752
110,36841,319,195,670
111,37180,279,175,667
112,37519,239,167,659
113,37778,479,171,658
114,38337,159,161,643
115,38516,319,179,648
116,38915,299,181,615
117,39234,219,179,605
118,39473,179,141,610
119,39672,239,229,597
120,40011,120,264,708
121,40211,100,263,710
122,40331,419,288,660
123,40809,299,254,711
124,41128,120,183,650
125,41267,180,177,652
126,41606,100,198,554
127,42125,239,987,816
128,42384,339,996,750
129,42743,558,990,758
130,43321,179,989,760
131,43520,399,985,761
132,43979,1156,959,710
133,45155,439,919,689
134,45634,179,911,723
135,45833,259,919,720
136,46132,199,903,632
137,46411,319,984,648
138,46770,957,977,650
139,47907,120,970,666
140,48046,638,971,661
141,48764,518,970,669
142,49362,119,907,659
143,49522,359,962,697
144,49920,160,981,695
145,50199,219,975,687
146,50439,479,959,647
147,50937,538,947,708
148,51555,120,892,725
149,51794,140,979,610
150,51994,279,930,630
151,52293,279,936,761
152,52592,179,929,762
